Timestamp,Energy_kWh,Energy_Scaled
2023-01-01 00:00:00,11.48,0.29709543568464736
2023-01-01 01:00:00,17.92,0.4752420470262795
2023-01-01 02:00:00,26.27,0.7062240663900415
2023-01-01 03:00:00,12.16,0.3159059474412172
2023-01-01 04:00:00,15.61,0.4113416320885201
2023-01-01 05:00:00,10.41,0.2674965421853389
2023-01-01 06:00:00,5.04,0.11894882434301522
2023-01-01 07:00:00,23.57,0.6315352697095435
2023-01-01 08:00:00,18.72,0.4973720608575381
2023-01-01 09:00:00,19.79,0.5269709543568465
2023-01-01 10:00:00,20.47,0.5457814661134163
2023-01-01 11:00:00,9.969999999999999,0.25532503457814665
2023-01-01 12:00:00,11.85,0.30733056708160444
2023-01-01 13:00:00,13.05,0.34052558782849246
2023-01-01 14:00:00,5.61,0.13471645919778702
2023-01-01 15:00:00,10.2,0.2616874135546335
2023-01-01 16:00:00,8.52,0.2152143845089903
2023-01-01 17:00:00,20.73,0.5529737206085754
2023-01-01 18:00:00,12.55,0.3266943291839558
2023-01-01 19:00:00,8.17,0.20553250345781468
2023-01-01 20:00:00,13.33,0.34827109266943296
2023-01-01 21:00:00,19.54,0.5200553250345781
2023-01-01 22:00:00,7.04,0.17427385892116184
2023-01-01 23:00:00,23.84,0.6390041493775934
2023-01-02 00:00:00,15.05,0.3958506224066391
2023-01-02 01:00:00,13.86,0.3629322268326418
2023-01-02 02:00:00,6.109999999999999,0.14854771784232365
2023-01-02 03:00:00,10.32,0.2650069156293223
2023-01-02 04:00:00,15.04,0.3955739972337483
2023-01-02 05:00:00,8.620000000000001,0.21798063623789768
2023-01-02 06:00:00,14.49,0.380359612724758
2023-01-02 07:00:00,14.51,0.38091286307053945
2023-01-02 08:00:00,9.56,0.2439834024896266
2023-01-02 09:00:00,14.5,0.3806362378976487
2023-01-02 10:00:00,12.59,0.32780082987551873
2023-01-02 11:00:00,14.83,0.38976486860304294
2023-01-02 12:00:00,10.94,0.28215767634854777
2023-01-02 13:00:00,9.07,0.23042876901798068
2023-01-02 14:00:00,15.23,0.4008298755186723
2023-01-02 15:00:00,19.1,0.507883817427386
2023-01-02 16:00:00,3.27,0.06998616874135548
2023-01-02 17:00:00,8.08,0.20304287690179806
2023-01-02 18:00:00,21.919999999999998,0.5858921161825725
2023-01-02 19:00:00,15.05,0.3958506224066391
2023-01-02 20:00:00,17.01,0.4500691562932228
2023-01-02 21:00:00,20.77,0.5540802213001383
2023-01-02 22:00:00,7.07,0.17510373443983404
2023-01-02 23:00:00,9.6,0.24508990318118948
2023-01-03 00:00:00,12.95,0.3377593360995851
2023-01-03 01:00:00,9.469999999999999,0.24149377593360996
2023-01-03 02:00:00,17.48,0.4630705394190872
2023-01-03 03:00:00,10.82,0.278838174273859
2023-01-03 04:00:00,14.7,0.38616874135546336
2023-01-03 05:00:00,6.140000000000001,0.14937759336099588
2023-01-03 06:00:00,7.64,0.1908713692946058
2023-01-03 07:00:00,5.21,0.1236514522821577
2023-01-03 08:00:00,7.5200000000000005,0.18755186721991704
2023-01-03 09:00:00,5.38,0.12835408022130013
2023-01-03 10:00:00,16.86,0.4459197786998617
2023-01-03 11:00:00,10.65,0.2741355463347165
2023-01-03 12:00:00,16.18,0.4271092669432919
2023-01-03 13:00:00,17.81,0.47219917012448137
2023-01-03 14:00:00,6.33,0.15463347164591978
2023-01-03 15:00:00,13.68,0.35795297372060864
2023-01-03 16:00:00,5.8,0.13997233748271093
2023-01-03 17:00:00,16.59,0.43845089903181195
2023-01-03 18:00:00,21.75,0.5811894882434302
2023-01-03 19:00:00,11.96,0.31037344398340255
2023-01-03 20:00:00,19.6,0.5217150760719226
2023-01-03 21:00:00,8.46,0.21355463347164597
2023-01-03 22:00:00,1.44,0.019363762102351318
2023-01-03 23:00:00,15.65,0.4124481327800831
2023-01-04 00:00:00,9.17,0.233195020746888
2023-01-04 01:00:00,9.24,0.23513139695712312
2023-01-04 02:00:00,7.79,0.1950207468879668
2023-01-04 03:00:00,5.57,0.13360995850622406
2023-01-04 04:00:00,13.33,0.34827109266943296
2023-01-04 05:00:00,17.85,0.47330567081604435
2023-01-04 06:00:00,23.78,0.637344398340249
2023-01-04 07:00:00,11.95,0.31009681881051177
2023-01-04 08:00:00,10.38,0.2666666666666667
2023-01-04 09:00:00,20.35,0.5424619640387276
2023-01-04 10:00:00,11.97,0.3106500691562933
2023-01-04 11:00:00,15.45,0.4069156293222684
2023-01-04 12:00:00,19.36,0.5150760719225449
2023-01-04 13:00:00,7.04,0.17427385892116184
2023-01-04 14:00:00,17.63,0.46721991701244814
2023-01-04 15:00:00,14.13,0.37040110650069163
2023-01-04 16:00:00,10.969999999999999,0.2829875518672199
2023-01-04 17:00:00,6.27,0.15297372060857536
2023-01-04 18:00:00,9.08,0.23070539419087135
2023-01-04 19:00:00,13.18,0.344121715076072
2023-01-04 20:00:00,19.46,0.5178423236514523
2023-01-04 21:00:00,14.48,0.38008298755186726
2023-01-04 22:00:00,17.53,0.4644536652835409
2023-01-04 23:00:00,20.51,0.5468879668049793
2023-01-05 00:00:00,13.19,0.3443983402489627
2023-01-05 01:00:00,7.96,0.19972337482710928
2023-01-05 02:00:00,10.91,0.2813278008298756
2023-01-05 03:00:00,14.280000000000001,0.3745504840940526
2023-01-05 04:00:00,8.51,0.2149377593360996
2023-01-05 05:00:00,21.17,0.5651452282157677
2023-01-05 06:00:00,8.56,0.2163208852005533
2023-01-05 07:00:00,15.01,0.3947441217150761
2023-01-05 08:00:00,5.42,0.12946058091286308
2023-01-05 09:00:00,7.7700000000000005,0.19446749654218537
2023-01-05 10:00:00,11.91,0.3089903181189489
2023-01-05 11:00:00,17.58,0.4658367911479945
2023-01-05 12:00:00,16.49,0.43568464730290457
2023-01-05 13:00:00,21.98,0.587551867219917
2023-01-05 14:00:00,17.580000000000002,0.4658367911479946
2023-01-05 15:00:00,19.14,0.5089903181189488
2023-01-05 16:00:00,5.33,0.12697095435684647
2023-01-05 17:00:00,14.44,0.37897648686030433
2023-01-05 18:00:00,17.52,0.46417704011065014
2023-01-05 19:00:00,11.08,0.286030428769018
2023-01-05 20:00:00,26.65,0.7167358229598894
2023-01-05 21:00:00,17.310000000000002,0.4583679114799448
2023-01-05 22:00:00,9.67,0.2470262793914246
2023-01-05 23:00:00,11.91,0.3089903181189489
2023-01-06 00:00:00,16.9,0.44702627939142464
2023-01-06 01:00:00,6.29,0.15352697095435686
2023-01-06 02:00:00,21.67,0.5789764868603043
2023-01-06 03:00:00,14.79,0.38865836791147995
2023-01-06 04:00:00,14.88,0.3911479944674966
2023-01-06 05:00:00,10.940000000000001,0.28215767634854777
2023-01-06 06:00:00,11.48,0.29709543568464736
2023-01-06 07:00:00,7.9399999999999995,0.1991701244813278
2023-01-06 08:00:00,14.43,0.3786998616874136
2023-01-06 09:00:00,8.35,0.21051175656984786
2023-01-06 10:00:00,22.59,0.6044260027662517
2023-01-06 11:00:00,7.01,0.17344398340248962
2023-01-06 12:00:00,11.33,0.2929460580912864
2023-01-06 13:00:00,16.11,0.42517289073305675
2023-01-06 14:00:00,10.53,0.2708160442600277
2023-01-06 15:00:00,7.3,0.18146611341632088
2023-01-06 16:00:00,10.94,0.28215767634854777
2023-01-06 17:00:00,12.67,0.3300138312586446
2023-01-06 18:00:00,17.2,0.45532503457814666
2023-01-06 19:00:00,6.8100000000000005,0.16791147994467498
2023-01-06 20:00:00,20.43,0.5446749654218533
2023-01-06 21:00:00,5.43,0.1297372060857538
2023-01-06 22:00:00,22.93,0.6138312586445367
2023-01-06 23:00:00,17.15,0.45394190871369294
2023-01-07 00:00:00,11.28,0.29156293222683266
2023-01-07 01:00:00,9.7,0.2478561549100968
2023-01-07 02:00:00,16.25,0.429045643153527
2023-01-07 03:00:00,7.28,0.18091286307053944
2023-01-07 04:00:00,18.04,0.4785615491009682
2023-01-07 05:00:00,21.86,0.5842323651452282
2023-01-07 06:00:00,15.36,0.4044260027662518
2023-01-07 07:00:00,14.52,0.3811894882434302
2023-01-07 08:00:00,17.509999999999998,0.46390041493775935
2023-01-07 09:00:00,15.64,0.41217150760719234
2023-01-07 10:00:00,18.71,0.49709543568464737
2023-01-07 11:00:00,9.65,0.2464730290456432
2023-01-07 12:00:00,8.49,0.21438450899031813
2023-01-07 13:00:00,18.97,0.5042876901798063
2023-01-07 14:00:00,15.58,0.4105117565698479
2023-01-07 15:00:00,16.86,0.4459197786998617
2023-01-07 16:00:00,17.2,0.45532503457814666
2023-01-07 17:00:00,13.76,0.3601659751037345
2023-01-07 18:00:00,19.43,0.5170124481327801
2023-01-07 19:00:00,16.47,0.4351313969571231
2023-01-07 20:00:00,18.61,0.49432918395574005
2023-01-07 21:00:00,18.03,0.47828492392807753
2023-01-07 22:00:00,9.870000000000001,0.2525587828492393
2023-01-07 23:00:00,14.280000000000001,0.3745504840940526
2023-01-08 00:00:00,10.36,0.2661134163208852
2023-01-08 01:00:00,8.120000000000001,0.20414937759336102
2023-01-08 02:00:00,14.85,0.3903181189488244
2023-01-08 03:00:00,10.55,0.27136929460580916
2023-01-08 04:00:00,9.71,0.2481327800829876
2023-01-08 05:00:00,22.16,0.5925311203319502
2023-01-08 06:00:00,12.65,0.3294605809128631
2023-01-08 07:00:00,12.57,0.32724757952973726
2023-01-08 08:00:00,10.76,0.27717842323651454
2023-01-08 09:00:00,11.780000000000001,0.3053941908713694
2023-01-08 10:00:00,6.57,0.16127247579529738
2023-01-08 11:00:00,17.24,0.45643153526970953
2023-01-08 12:00:00,23.01,0.6160442600276625
2023-01-08 13:00:00,12.059999999999999,0.3131396957123098
2023-01-08 14:00:00,14.83,0.38976486860304294
2023-01-08 15:00:00,13.73,0.3593360995850623
2023-01-08 16:00:00,16.71,0.4417704011065008
2023-01-08 17:00:00,9.040000000000001,0.22959889349930848
2023-01-08 18:00:00,16.97,0.44896265560165977
2023-01-08 19:00:00,9.44,0.24066390041493776
2023-01-08 20:00:00,16.66,0.44038727524204707
2023-01-08 21:00:00,6.37,0.1557399723374827
2023-01-08 22:00:00,12.870000000000001,0.3355463347164593
2023-01-08 23:00:00,10.81,0.27856154910096825
2023-01-09 00:00:00,15.51,0.40857538035961277
2023-01-09 01:00:00,10.25,0.2630705394190872
2023-01-09 02:00:00,10.049999999999999,0.2575380359612725
2023-01-09 03:00:00,14.74,0.38727524204702635
2023-01-09 04:00:00,1.29,0.015214384508990323
2023-01-09 05:00:00,12.66,0.32973720608575385
2023-01-09 06:00:00,4.72,0.11009681881051177
2023-01-09 07:00:00,4.07,0.09211618257261413
2023-01-09 08:00:00,7.92,0.19861687413554635
2023-01-09 09:00:00,7.96,0.19972337482710928
2023-01-09 10:00:00,11.73,0.30401106500691566
2023-01-09 11:00:00,13.61,0.35601659751037346
2023-01-09 12:00:00,8.15,0.20497925311203322
2023-01-09 13:00:00,11.56,0.2993084370677732
2023-01-09 14:00:00,18.78,0.4990318118948825
