Timestamp,hour,day,month,day_of_week,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6,Energy_Scaled
2023-01-01 05:00:00,5,1,1,6,0.4113416320885201,0.3159059474412172,0.7062240663900415,0.3315813739050254,0.4122176118026741,0.2674965421853389
2023-01-01 06:00:00,6,1,1,6,0.2674965421853389,0.4113416320885201,0.3159059474412172,0.26592899953895804,0.38252650991240206,0.1189488243430152
2023-01-01 07:00:00,7,1,1,6,0.1189488243430152,0.2674965421853389,0.4113416320885201,0.33932687874596584,0.40857538035961277,0.6315352697095435
2023-01-01 08:00:00,8,1,1,6,0.6315352697095435,0.1189488243430152,0.2674965421853389,0.41595205163669896,0.37376671277086215,0.4973720608575381
2023-01-01 09:00:00,9,1,1,6,0.4973720608575381,0.6315352697095435,0.1189488243430152,0.5519594283079761,0.4089442139234671,0.5269709543568465
2023-01-01 10:00:00,10,1,1,6,0.5269709543568465,0.4973720608575381,0.6315352697095435,0.523374827109267,0.4313508529276164,0.5457814661134163
2023-01-01 11:00:00,11,1,1,6,0.5457814661134163,0.5269709543568465,0.4973720608575381,0.4426924850161365,0.4293222683264177,0.2553250345781466
2023-01-01 12:00:00,12,1,1,6,0.2553250345781466,0.5457814661134163,0.5269709543568465,0.36947902259105575,0.4607192254495159,0.3073305670816044
2023-01-01 13:00:00,13,1,1,6,0.3073305670816044,0.2553250345781466,0.5457814661134163,0.30106039649608113,0.41221761180267397,0.3405255878284924
2023-01-01 14:00:00,14,1,1,6,0.3405255878284924,0.3073305670816044,0.2553250345781466,0.2608575380359613,0.3517750115260488,0.134716459197787
2023-01-01 15:00:00,15,1,1,6,0.134716459197787,0.3405255878284924,0.3073305670816044,0.24564315352697097,0.30756108805901333,0.2616874135546335
2023-01-01 16:00:00,16,1,1,6,0.2616874135546335,0.134716459197787,0.3405255878284924,0.20387275242047023,0.25246657445827564,0.2152143845089903
2023-01-01 17:00:00,17,1,1,6,0.2152143845089903,0.2616874135546335,0.134716459197787,0.34329183955739967,0.30207468879668053,0.5529737206085754
2023-01-01 18:00:00,18,1,1,6,0.5529737206085754,0.2152143845089903,0.2616874135546335,0.3649608114338405,0.30530198248040574,0.3266943291839558
2023-01-01 19:00:00,19,1,1,6,0.3266943291839558,0.5529737206085754,0.2152143845089903,0.36173351775011525,0.28280313508529276,0.2055325034578146
2023-01-01 20:00:00,20,1,1,6,0.2055325034578146,0.3266943291839558,0.5529737206085754,0.29349930843706773,0.3183955739972337,0.3482710926694329
2023-01-01 21:00:00,21,1,1,6,0.3482710926694329,0.2055325034578146,0.3266943291839558,0.35795297372060847,0.3614568925772245,0.5200553250345781
2023-01-01 22:00:00,22,1,1,6,0.5200553250345781,0.3482710926694329,0.2055325034578146,0.34753342554172423,0.3546334716459198,0.1742738589211618
2023-01-01 23:00:00,23,1,1,6,0.1742738589211618,0.5200553250345781,0.3482710926694329,0.44444444444444436,0.3689718764407561,0.6390041493775934
2023-01-02 00:00:00,0,2,1,0,0.6390041493775934,0.1742738589211618,0.5200553250345781,0.403042876901798,0.3804979253112033,0.3958506224066391
2023-01-02 01:00:00,1,2,1,0,0.3958506224066391,0.6390041493775934,0.1742738589211618,0.465928999538958,0.4067312125403411,0.3629322268326418
2023-01-02 02:00:00,2,2,1,0,0.3629322268326418,0.3958506224066391,0.6390041493775934,0.3024435223605348,0.37344398340248963,0.1485477178423236
2023-01-02 03:00:00,3,2,1,0,0.1485477178423236,0.3629322268326418,0.3958506224066391,0.2588289534347626,0.33093591516828036,0.2650069156293223
2023-01-02 04:00:00,4,2,1,0,0.2650069156293223,0.1485477178423236,0.3629322268326418,0.2697095435684647,0.3678192715537114,0.3955739972337483
2023-01-02 05:00:00,5,2,1,0,0.3955739972337483,0.2650069156293223,0.1485477178423236,0.29285384970032274,0.2976486860304288,0.2179806362378976
2023-01-02 06:00:00,6,2,1,0,0.2179806362378976,0.3955739972337483,0.2650069156293223,0.3313047487321346,0.2950668510834486,0.380359612724758
2023-01-02 07:00:00,7,2,1,0,0.380359612724758,0.2179806362378976,0.3955739972337483,0.32641770401106496,0.29806362378976486,0.3809128630705394
2023-01-02 08:00:00,8,2,1,0,0.3809128630705394,0.380359612724758,0.2179806362378976,0.3350852927616413,0.31396957123098207,0.2439834024896266
2023-01-02 09:00:00,9,2,1,0,0.2439834024896266,0.3809128630705394,0.380359612724758,0.33517750115260486,0.33324112494236974,0.3806362378976487
2023-01-02 10:00:00,10,2,1,0,0.3806362378976487,0.2439834024896266,0.3809128630705394,0.31747349008759795,0.3219455970493315,0.3278008298755187
2023-01-02 11:00:00,11,2,1,0,0.3278008298755187,0.3806362378976487,0.2439834024896266,0.36606731212540344,0.3505763024435224,0.3897648686030429
2023-01-02 12:00:00,12,2,1,0,0.3897648686030429,0.3278008298755187,0.3806362378976487,0.33324112494236974,0.3342093130474873,0.2821576763485477
2023-01-02 13:00:00,13,2,1,0,0.2821576763485477,0.3897648686030429,0.3278008298755187,0.30078377132319034,0.3091286307053942,0.2304287690179806
2023-01-02 14:00:00,14,2,1,0,0.2304287690179806,0.2821576763485477,0.3897648686030429,0.3044721069617335,0.33526970954356844,0.4008298755186723
2023-01-02 15:00:00,15,2,1,0,0.4008298755186723,0.2304287690179806,0.2821576763485477,0.3797141539880129,0.3564776394651914,0.507883817427386
2023-01-02 16:00:00,16,2,1,0,0.507883817427386,0.4008298755186723,0.2304287690179806,0.32623328722913786,0.3135085292761641,0.0699861687413554
2023-01-02 17:00:00,17,2,1,0,0.0699861687413554,0.507883817427386,0.4008298755186723,0.26030428769017977,0.28238819732595666,0.203042876901798
2023-01-02 18:00:00,18,2,1,0,0.203042876901798,0.0699861687413554,0.507883817427386,0.28630705394190864,0.3330106039649608,0.5858921161825725
2023-01-02 19:00:00,19,2,1,0,0.5858921161825725,0.203042876901798,0.0699861687413554,0.3949285384970032,0.36058091286307054,0.3958506224066391
2023-01-02 20:00:00,20,2,1,0,0.3958506224066391,0.5858921161825725,0.203042876901798,0.4772706316274782,0.368787459658829,0.4500691562932228
2023-01-02 21:00:00,21,2,1,0,0.4500691562932228,0.3958506224066391,0.5858921161825725,0.4666666666666668,0.3764868603042877,0.5540802213001383
2023-01-02 22:00:00,22,2,1,0,0.5540802213001383,0.4500691562932228,0.3958506224066391,0.39308437067773166,0.39400645458736755,0.175103734439834
2023-01-02 23:00:00,23,2,1,0,0.175103734439834,0.5540802213001383,0.4500691562932228,0.32475795297372057,0.4010142923005993,0.2450899031811894
2023-01-03 00:00:00,0,3,1,1,0.2450899031811894,0.175103734439834,0.5540802213001383,0.25265099124020285,0.3596588289534348,0.3377593360995851
2023-01-03 01:00:00,1,3,1,1,0.3377593360995851,0.2450899031811894,0.175103734439834,0.27478100507146147,0.33393268787459657,0.2414937759336099
2023-01-03 02:00:00,2,3,1,1,0.2414937759336099,0.3377593360995851,0.2450899031811894,0.34744121715076065,0.33609958506224064,0.4630705394190872
2023-01-03 03:00:00,3,3,1,1,0.4630705394190872,0.2414937759336099,0.3377593360995851,0.3278008298755187,0.2902259105578608,0.278838174273859
2023-01-03 04:00:00,4,3,1,1,0.278838174273859,0.4630705394190872,0.2414937759336099,0.3760258183494698,0.32540341171046566,0.3861687413554633
2023-01-03 05:00:00,5,3,1,1,0.3861687413554633,0.278838174273859,0.4630705394190872,0.2714615029967727,0.30945136007376667,0.1493775933609958
2023-01-03 06:00:00,6,3,1,1,0.1493775933609958,0.3861687413554633,0.278838174273859,0.24213923467035495,0.2849700322729368,0.1908713692946058
2023-01-03 07:00:00,7,3,1,1,0.1908713692946058,0.1493775933609958,0.3861687413554633,0.15463347164591976,0.2653296449976948,0.1236514522821577
2023-01-03 08:00:00,8,3,1,1,0.1236514522821577,0.1908713692946058,0.1493775933609958,0.1673582295988935,0.21940986629783313,0.187551867219917
2023-01-03 09:00:00,9,3,1,1,0.187551867219917,0.1236514522821577,0.1908713692946058,0.14651913324112495,0.19432918395573995,0.1283540802213001
2023-01-03 10:00:00,10,3,1,1,0.1283540802213001,0.187551867219917,0.1236514522821577,0.25394190871369293,0.20428769017980639,0.4459197786998617
2023-01-03 11:00:00,11,3,1,1,0.4459197786998617,0.1283540802213001,0.187551867219917,0.28280313508529276,0.22508068234209314,0.2741355463347165
2023-01-03 12:00:00,12,3,1,1,0.2741355463347165,0.4459197786998617,0.1283540802213001,0.38238819732595664,0.2644536652835408,0.4271092669432919
2023-01-03 13:00:00,13,3,1,1,0.4271092669432919,0.2741355463347165,0.4459197786998617,0.39114799446749654,0.32254495159059476,0.4721991701244813
2023-01-03 14:00:00,14,3,1,1,0.4721991701244813,0.4271092669432919,0.2741355463347165,0.351313969571231,0.31705855232826186,0.1546334716459197
2023-01-03 15:00:00,15,3,1,1,0.1546334716459197,0.4721991701244813,0.4271092669432919,0.32826187183033656,0.3553250345781466,0.3579529737206086
2023-01-03 16:00:00,16,3,1,1,0.3579529737206086,0.1546334716459197,0.4721991701244813,0.21751959428307974,0.3043337943752881,0.1399723374827109
2023-01-03 17:00:00,17,3,1,1,0.1399723374827109,0.3579529737206086,0.1546334716459197,0.31212540341171047,0.3317196864914707,0.4384508990318119
2023-01-03 18:00:00,18,3,1,1,0.4384508990318119,0.1399723374827109,0.3579529737206086,0.3865375749193176,0.3573997233748271,0.5811894882434302
2023-01-03 19:00:00,19,3,1,1,0.5811894882434302,0.4384508990318119,0.1399723374827109,0.44333794375288155,0.33042876901798063,0.3103734439834025
2023-01-03 20:00:00,20,3,1,1,0.3103734439834025,0.5811894882434302,0.4384508990318119,0.47109266943291844,0.3916090364223144,0.5217150760719226
2023-01-03 21:00:00,21,3,1,1,0.5217150760719226,0.3103734439834025,0.5811894882434302,0.3485477178423237,0.3675426463808206,0.2135546334716459
2023-01-03 22:00:00,22,3,1,1,0.2135546334716459,0.5217150760719226,0.3103734439834025,0.2515444905486399,0.34744121715076076,0.0193637621023513
2023-01-03 23:00:00,23,3,1,1,0.0193637621023513,0.2135546334716459,0.5217150760719226,0.21512217611802675,0.3431074227754726,0.4124481327800831
2023-01-04 00:00:00,0,4,1,2,0.4124481327800831,0.0193637621023513,0.2135546334716459,0.22166897187644077,0.28510834485938225,0.233195020746888
2023-01-04 01:00:00,1,4,1,2,0.233195020746888,0.4124481327800831,0.0193637621023513,0.29359151682803136,0.27256800368833567,0.2351313969571231
2023-01-04 02:00:00,2,4,1,2,0.2351313969571231,0.233195020746888,0.4124481327800831,0.2211157215306593,0.21811894882434302,0.1950207468879668
2023-01-04 03:00:00,3,4,1,2,0.1950207468879668,0.2351313969571231,0.233195020746888,0.1879207007837713,0.20479483633010606,0.133609958506224
2023-01-04 04:00:00,4,4,1,2,0.133609958506224,0.1950207468879668,0.2351313969571231,0.22563393268787457,0.259612724757953,0.3482710926694329
2023-01-04 05:00:00,5,4,1,2,0.3482710926694329,0.133609958506224,0.1950207468879668,0.3183955739972337,0.2697556477639465,0.4733056708160443
2023-01-04 06:00:00,6,4,1,2,0.4733056708160443,0.3482710926694329,0.133609958506224,0.48630705394190876,0.33711387736284,0.637344398340249
2023-01-04 07:00:00,7,4,1,2,0.637344398340249,0.4733056708160443,0.3482710926694329,0.4735822959889349,0.3496081143384047,0.3100968188105117
2023-01-04 08:00:00,8,4,1,2,0.3100968188105117,0.637344398340249,0.4733056708160443,0.4047026279391425,0.3615491009681881,0.2666666666666667
2023-01-04 09:00:00,9,4,1,2,0.2666666666666667,0.3100968188105117,0.637344398340249,0.3730751498386353,0.429691101890272,0.5424619640387276
2023-01-04 10:00:00,10,4,1,2,0.5424619640387276,0.2666666666666667,0.3100968188105117,0.3732595666205625,0.4234209313047488,0.3106500691562933
2023-01-04 11:00:00,11,4,1,2,0.3106500691562933,0.5424619640387276,0.2666666666666667,0.4200092208390964,0.41235592438911944,0.4069156293222684
2023-01-04 12:00:00,12,4,1,2,0.4069156293222684,0.3106500691562933,0.5424619640387276,0.4108805901337022,0.39197786998616874,0.5150760719225449
